Posts,Emotion
nghiện mạng xã_hội nhẹ đếm nổi lướt facebook instagram youtube mục_đích cảkiểu cảm_giác thế_giới buồn_vui vân_vân mây mây lướt lướtukm kể_ra vui suy_nghĩ tiêu cựctại đứa xinh đứa kia sướng suốt đi du_lịch ta hạnh_phúc nắm người_yêu đi ôi giỏi ielts chứng_chỉ bằng_cấp thể_loại kinh_dị đấy so_sánh tình_huống hề rằngnói nghĩa tích_cực facebook lưu_giữ kỉ_niệm đẹpnói tiêu_cực facebook công_cụ tuyệt_vời giúp khoe khoangđó nghĩa ta tốt_đẹp mong_ước cụ bảo đẹp_đẽ khoe xấu_xa đậy khôngbiết đập mặt choáng tâm_trí đẹp_đẽ thế_giới dường_như khiếm_khuyết vấn đềhình xã_hội hứng_thú mạng xã_hội tiếp_xúc cảm_xúc tiêu_cực so_sánh đày_đoạ tạm_thời trốn tránhtrong mạng xã_hội tội dũng_cảm con_người nhút_nhát tự_tin rảnh hơi buồn chẳng suy_nghĩ rảnh_rỗi nhàn_hạ khủng_hoảng trải vô_công_rồi_nghề sinh lắm nghĩ_suy sựqua facebook mạng xã_hội công_cụ công_cụ lỗi kiểm_soát đúng_đắn facebook đúng_đắn bớt theo_dõi tài_khoản tác_dụng cuộc_sống đi tình_cảm quan_hệ chẳng hơi_đâu_mà tự_nhiên buồn vu_vơ follow bổ_ích đem kiến_thức tích_cực cuộc_sống yêu_thương kết_nối chẳng khiếm_khuyết chẳng công_cụ giao_tiếp online phút_giây ngớ_ngẩn đấyđừng lo ổn con_người cân_bằng tình_huống,3
ngu mày khoẻ,0
dume cười chết ta,1
chủ_nhiệm tồi,0
ngây_thơ vãi,0
quên đường đi_bụi,5
định_nghĩa thế_giới ta sống phân thành quá_khứ tương_lai quá_khứ xảy hiện_hữu tương_lai xảy sợi liên_kết có_lẽ lựa_chọn lựa_chọn quá_khứ lựa_chọn tương lainhững trẻ sống nắm chìa_khoá cánh cửa cuộc_sống nắm cánh cửa tương_lai trai gái sai_lầm vấp_váp lạc_lõng lề ước_vọng hạnh_phúc day_dứt ngoái quá_khứ chạm khácrồi cuộc_sống nhấn_chìm hoài_vọng tình_cảm kẻ si_tình suốt loay_hoay chìa_khoá phòng kín chứa_đựng ký ứcđiều chìa_khoá nằm lựa_chọn tiếp quan_hệ kí_ức niềm vui lựa_chọn chấp_nhận song_hành ký_ức cũ dường_như xoá đi hình_bóng xoá đi ký_ức tình_yêu quá_khứ hối_tiếc mãi,5
chả,1
tử_tế đời_đời tử_tế,5
heo vàng lồn toàn bịp má gắp heo vàng trúng toàn tặng sms miễn_phí lượt gắp,4
cụ viết đơn ly_hôn cụ sống đắp chăn trời lạnh,4
chán dạo hồi_xuân đọc mấy kiểu ấm vãi,2
tao mừng tao hôm_nay crush tao bị_thịt ahihi,1
thương đi học hên xui thịt heo mong lệnh tạm dừng thịt heo trường mầm_non,2
thử cảm_giác,5
thân_hình con_người đầu_óc cặc đéo thành_phần,0
lạc lạc,5
tự_nhiên single mum,2
dè nghị khởi_tố che dấu,4
mịa thằng ghép nhạc,0
cấm xả thải chẳng mẹ,0
đại_cao_thủ đấu đầu,5
kỳ nghỉ_hè muộn xoã đi_anh,1
bé chẳng mong trưởng_thành tiếc thời vô_lo vô trở_lại thơ bé mãi đứa trẻ hồn_nhiên bé đi ngủ ba_mẹ la ước_mơ tự_do trưởng_thành trưởng_thành nỗi buồn nỗi cô_đơn bận_tâm lòngđôi khóc đứa trẻ haiz vé tuổi_thơ vui cười đám thân tạm quên đi bộn_bề công_việc,2
con_cháu thằng đường dạy,0
thần_thái thua haha,1
rv nè bùa ngải kiểu hấp_dẫn v,1
đứng dễ_dàng ngu viết vãn cố_chấp,0
hoán_đổi tập tiết_mục hội_đồng tám rớt nước_mắt mạc văn khoatheo dõi thông_tin chương_trình facebookcomhoandoishow hoán_đổi mùa vtv h hoán_đổi tham_gia khwwwyoutubecomlần mắt cay cay thời_đại thông_tin search google đi nước_ngoài sung_sướng thuyền biển khơi bao_la từng_trải cảm_giác hoang_mang phương_hướng biển xa_lạ mắt_xanh mũi lõ quái mở_mắt tỉnh dậy chán_nản xó đệm đơn trải sàn lạnh_ngắt cửa_sổ trời xám_xịt trùm_chăn ngủ cho_qua chiều mặc vội quần_bò áo đồng_phục quán bưng phở đêm hôm tuyết dày tàu_xe đêm tuyến chạy cuốc_bộ đoạn đường lạnh nước_mũi chảy song_song hai hàng nước_mắt đi muộn úp vội gói mỳ hảo hảo đêm khóc mẹ cấm sợ nóng thoả cấm_cản nghẹn_ngào sống saocó đợt uống mấy rơm giấy_tờ đường xe thùng ông_già gầy nhẳng khom_khom thu thế_giới xa_lạ mâm ho_khan phút tiếng ho não_lòng sống chặng đường xe đông_lạnh nhiệt_độ âm dương cóng tận xương_tuỷ nhận_thức tỉnh cố hình_ảnh mẹ mong bớt khổ cắn chặt hai hàm_răng chờ tận_cùng số_phận chết bảo_yên ổn chả cạnh căn_bệnh viêm phổi khí lạnh xe cuộc_đời quanh_quẩn bếp uống rượu đêm chả thiết đi giấy_tờ thăm bảo mẹ chịu_đựng giỏi phổi buốt hành thần_kinh nghĩ_ngợi một_tí đau_nhói đỉnh đầu thời giấy_tờ trốn trui trốn lủi đường đi trồng cỏ nghề vụ chục nghìn đô bảo mất_mạng chả bọn vụ thu_hoạch cướp hàng giết cười mạng giấy_tờ xác cảnh_sát chả thông_báo bố_mẹ có_lẽ chả con_cái đi cụ ta gọi rơmlúc mấy anh_em ngà_ngà say tự_dưng phổi vỗ vai bảo chúng_mày sướng đường_hoàng học_hành đến_nơi_đến_chốn việt_nam nát khổ đấy đừng ta khinh tự_dưng nhói việt khinh câu tiếng bản_năng tự_nhiên thành phòng_thủ nhát_gừng cảnh_sát sợ lẩn lẩn_tránh mặc_dù chẳng tội_lỗi khổ táy_máy nhà_cửa đàng_hoàng mấy khu mua_bán táy_máy mấy nhỏ_nhặt đôi tất ô bày camera chỗ giật mác giấu chiến_công nail nghề kiếm độc_hại tiền tiêu hàng_hiệu bar sàn bay lắc túi toàn lv chanel khinh_bỉ chạy_đua thay_vì đoàn_kết có_ích cộng_đồng mấy anh_em thân thân ta cô_đơn âu thành tri_kỷ đời việt_kiều đừng mồm cộng_đồng việt kẻo ta cười choừ tăm_tối du_học_sinh chăm_chỉ học_tập sự_kiện giới_thiệu hình_ảnh việt bạn_bè thế_giới trở cống_hiến hết_mình quê hươngnhưng tương_lai tốt_đẹp việt nhắc tư_cách cộng_đồng cao_đẹp xa_xôi mạo_hiểm tính_mạng,5
trung_thu trẻ_em đéo trẻ_em dume bọn gấu tém tém kiểm_tra sừng,4
ngày_trước sếp chờ xướng công_khai cám_ơn ân_nhân cuộc_đời câu người_lớn cố_gắng đi lời_giải vạn_vật bài_toán giải hoài có_lẽ rồigần sếp đầu đời đột_ngột ảnh dắt phòng dạo kéo meeting mấy sách toán nâng sẵn đáp_án chương thách_đố học_sinh đáp_án cao_siêu lắm kiểu đi họp lãnh nặng_nhọc đỡ_đần anh_trai đơn_giản nghỉ hai đặt_chân sương nguyệt ánh sếp phỏng_vấn chuyên_nghiệp đầu đời đứa chẳng marketing nhân_sự tập_tành viết_lách ngẫm_nghĩ câu lời_giải chớp tắt phòng họp chinh_phục sếp cầu_thang ảnh dừng công_ty thang_máy khôngnghĩ bài_toán lớp trả_lời công_ty chật quáai dè sếp học chuyên văn ảnh bảo sai đường ngắn thành côngtrong suốt ảnh câu ảnh trả_lời ảnh kêu đi lạ sách toán nâng giải sẵn thách_đố học_sinh bàn_giao công_việc nghỉ ảnh dặn câu mãi nhân_viên tức_là quăng cục sht quăng cục sht chưathời gian trôi đường thành_công công_ty thang_máy xếp_hàng chờ mãi lượt nhân_viên đứa hiền_thục hồi xưa chưa_thể áp_dụng trọn_vẹn ruột_gan sếp thực_tiễn câu chữ sắp_xếp lộn_xộn nếp gấp kéo dãn chữ chữ thầy tâm định_hướng tâm thầy chập_chững giới giang_hồ tp hồ_chí_minh hải viết vội,5
cay vãi lồn,4
đi tổng_kết bắt học miết mệt,2
mong pháp xây_dựng ổn_định đừng đụng_chạm,5
may mày gia_đình nghèo tao khổ,5
tao an_ủi đấy phim truỵên ngôn tình,2
tát vỡ mồm,4
mẹ đời,4
trầm_cảm vui_vẻ thấu ế sấp_mặt gái,0
martial art gọi tiếng võ_thuật art nghĩa_là karatedo voduongthanhtamnó nghĩa nghệ_thuật võ_thuật bộ_môn nghệ_thuật nghệ_thuật chiến_đấu karatedo thủ đạo bộ_môn võ_thuật xứ_sở phù tang chữ môn võ đạo chữ đạo karatedo thực_hành nguyên_tắc võ_sĩ cuộc_sống cảm_nhận chữ đạo chăm_chỉ nâng kỹ_thuật bộ_môn karate tâm_thái cao_ngạo ham_mê kỹ_thuật môn võ thực chiến trải trôi rèn kỹ_thuật cảm_nhận đạo môn võ sư_huynh thầy giỏi khiêm_tốn nhẫn_nại chiến_thắng chiến_thắng võ_đường thầy rao_giảng triết_lý cao_siêu coi đạo thể_hiện cải_thiện tập_luyện kỹ_thuật lẫn lễ_nghi cơ_bản nâng caoviệc tập_luyện môn võ đôi_lúc dễ_dàng chán_nản vất_vả mồ_hôi tập_luyện đơn_giản thời_tiết nóng_nực oi_bức đai nâu shodan đẳng karate ý_nghĩa màu đai phản_ánh sức_mạnh kỹ_năng đại_diện quãng vất_vả luyện_tập nỗ_lực môn_sinh màu đai võ_sinh hình_dung cố_gắng lẫn kiên_trì nàovõ đường tâm nằm khuôn_viên khu_vực nhà_văn_hoá lao_động tỉnh nghệ_an câu_lạc_bộ tồn_tại tham_gia thành_viên mức_độ đai đen bé lẫn bé màu đai nâu tham_gia tập_luyện thành_công cuộc_sống gắn_bó võ_đường senpai kohai mến doanh_nhân anh_chàng bấp_bênh công_việc thái_độ võ_đường tôn_trọng kính_trọng võ đạo võ_thuật đạo niềm vui lẫn thành_công công_việc sức_khoẻ kia trẻ gây_lộn đánh trưởng_thành động_tác kỹ_thuật gọn đẹp uy_lực nắm tinh_hoa môn võ chủ kỹ_thuật ứng_dụng gây_hấn nghỉ karate học môn võ trở_lại võ_đường tâm làm_vậy chứa kỷ_niệm thời bé trở_lại vui yêu quýnếu môn võ karate tham_gia võ quán võ_đường tâm nhà_văn_hoá lao_động tỉnh nghệ_an nhứng niềm vui,1
giun bò ảnh sợ vãi,3
địt_mẹ đi ép kính xong tan con_mẹ kính mày đấyyyyy,2
cưới vợ,2
h đêm trai xong nói_chuyện mắt rỡi,2
đời tốt_đẹp,1
ghê đi,3
nghi_vấn bắt_cóc xe_buýt xe_buýt an_toàn,2
t ngỗng chạy dép,3
khổ ta nhân_tính,2
tởm coi video tao,0
t tiếc mấy ly trà sữa tội mấy lao_công dọn_dẹp,2
hạnh_phúc ghê,1
đéo kì đi xin_lỗi hơi thô,0
bình_phục,5
giận,2
đôi_khi đi tù thoả mãi thú_vui,1
mày xây đi chắn biển tao xây xomg viết lồn viết,4
góc_quay góc lách luật,1
nóng lạnh uống sống câu_chuyện đừng buồn_phiền để_tâm suy_nghĩ,5
ngầu vãi lìn,1
hôm_nay lượt đứa nấu cơm,5
vụ vụ tr nội_dung hài_hước y hịt,1
đằng điều_hoà bật,5
tuần học,1
phim,2
đợt giỗ tổ tâm_sự tương_lai nhân_loại phì_cười chê bi_quan chủ_nghĩa bảo đi mấy tận_thế yk hồi maya sửa chủ_nghĩa_hiện_thực lạc_quan ung_dung chờ thời chấp_nhận thái_độ bàn sâu đómình dân_số mỹ biến_đổi khí_hậu trò_đùa fake news ép thảm_hoạ thiên_tai càn_quét đất_đai ta dựng kìm_hãm phát_triển công_nghiệp tư_bản ví_dụ điển_hình thuyết âm_mưu ngo tran hai an quỷ cốc tửnghe buồn an_bài con_người bất_hạnh khốn_khổ kia ngừng châm dầu lửa kẻ lạc_quan chạnh_lòng đơ đơ liệu may_mắn tai_ương liệu liệu nỗ_lực trở_nên vô nghĩanhưng khôngthế giới lịch_sử câu_chuyện thời mạt pháp giai_đoạn biến_động thảm_hoạ suy_đồi chiến_tranh ác thống_trị game of thrones final season nguy_vong loài_người chết chu_kỳ thanos suốt búng xemvà tin_vui vật tắc biến_âm thịnh dương suy suy_thoái tiềm_lực phát_triển thời_thế anh_hùng quy_luật vũ_trụ tự_nhiên tạo_hoá tàn hoại nảy_sinh tươi_đẹp nàycó lẽ giai_đoạn tàn hoại chẳng tin_mừng khắp_nơi tốt_đẹp tổ_chức phong_trào chuyển_biến năng_lượng sức_mạnh trẻ lứa thích_nghi tiếp_thu chủ_nhân tương_lai thế_giới yên lão chính_trị cướp_đoạt dễ_dàng thế_giới chứng_kiến bãi_khoá hàng triệu học_sinh khăp thế_giới biểu_tình kêu_gọi chính_phủ động_lực đâymấy ống hút nhựaly nhựa hiển_nhiên say no brand trà sữa cà_phê bền_vững học chuyển_hướng hạn_chế đồ sản_phẩm bình nhiệt chai đông_đảo trẻ hưởng_ứng ống hút nhựa thay_thế ống hút inox bền tích_cực đi chớbản thân học học từ_chối bọc nilon cần_thiết ánh mắt ngạc_nhiên khó_chịu đi đi lỉnh_kỉnh chai lọ chai nhôm đựng uống bìnhlọ nhiệt mua món khoái_khẩu chế_độ thực_vật thường_xuyên chế_độ động_vật đóng_góp khí_thải thua_kém nhà_máy công_nghiệp bảo_vệ môi_trường học dần chế_độ thực_vật sức_khoẻ tâm_tính giúp mẹ đất đómình đồ_dùng công_nghiệp bàn_chải nhựa kem đánh dầu_gội sữa tắm rửa chén lau sàn giặt đồ phát_hiện sản_phẩm thay_thế lành_mạnh thiên_nhiên sức_khoẻ vui_mừng tin_dùng sản_phẩm hoá_chất tập_đoàn đa quốc_gia unilever pg thay_thế lành_mạnh vệ_sinh an toànvề không_khí ô_nhiễm mua khẩu_trang chuyên_dùng phòng bụi mịn pm bụi mịn xuyên lớp khẩu_trang y_tế chống nắng dễ_dàng xâm_nhập phổi mạch_máu bệnh nghiêm trọngmình vui biết_ơn xung_quanh nỗ_lực bớt nghiệp ngôn_ngữ hành_động nhỏ_nhoi to_lớn quý_báu hành_động sai siêu ống hút nhựa tích_luỹ giết_hại chủng loài sinh_vật biển đấy đèn_cầy thắp phạm_vi học ổn đi_nữa nỗ_lực ý_nghĩa chẳng saomong vững niềm gieo_trồng nho_nhỏ ngàyphúc môi_trường,5
tao tao đái vần,3
đầu tĩnh viết ngẫm bút viết đầu nhỏ_nhắn hàng here is the listđiều chào chúc ngủ ngon chào hỏi_thăm thâm_tình chúc ngủ ngon tỏ_tình bền nhấtmình để_ý trở_nên yêu_thương câu chào chúc ngủ ngon thể_hiện ngủ dậy đi ngủ mặc_dù để_ý nhắn_tin bận công_việc cực_kỳ nỗi xd chiều đứa trẻ_con trung_tâm vũ_trụ bố_mẹ em_gái bố_mẹ mặc_định trở_nên cứng_rắn nguyên_tắc làm_gương no trẻ_con chiều chú_ý dần chả bố_mẹ mấy quen sợ để_ý tìm_kiếm nuông_chiều đứa trẻ người_yêu quan_hệ tiêu_chí đồng_hành lâu_dài chấp_nhận đứa trẻ vui_tươi hồn_nhiên hơi vô_tư để_ý thoải_mái cạnh vô_cùng cảm_xúc ương_bướng lớnđiều gia_đình công nhậnmình sinh gia_đình giỏi mẹ sương sương profile phụ_huynh mẹ mẹ học neu năm_tuổi học bổng đi title manager kiếm tiền mua mua xe đi du_học etc mẹ lui tiền rủng_rỉnh bao nuôi đứa mang_tiếng đi ăn_bám mẹ túm mẹ giỏi áp_lực đi đường thành_công chứng_minh bố_mẹ hôm cãi bố_mẹ định_hướng đỉnh_điểm xách vali sài_gòn chứng_minh năng_lực bố_mẹ mới_đầu mẹ gọi bảo bố_mẹ tin_tưởng quyết_định chứng_minh năng_lực kiếm tiền nuôi hạnh_phúc lắm_điều thử sức đứa siêu bảo_thủ bày xua đi kiểu nah tui đôuuu đẹp trời suy_nghĩ tác_động thử kiểu ô hoá_ra đơn_giản ví_dụ đơn_giản bảo viết hôm_nay bút viết ví_dụ chọc mũi test covid đi test đi xe_máy đường việt_nam thành_viên kim_cương bạch_kim grab be to google apac liên_hệ linked in trải_nghiệm vòng phỏng_vấn ngã cửa thiên_đường dám thử dám dám trách_nhiệm kết_quả xứng_đáng nàođiều khóc vỗ_về yếu trầm_cảm severe depression biến_cố gia_đình đóng bùng_nổ cảm_xúc kìm_nén con_người hoàn_thiện trải_nghiệm bố_mẹ xuất_khẩu lo học để_ý xung_quanh tất_nhiên đánh_đổi tươi_đẹp học bài_học cảm_xúc đi đổi tốt_nghiệp đại_học năm_tuổi khoản tiền chữ_số tiểu_học kiếm đấy vỡ oà khóc overthink nhỏ_nhoi vỗ_về an_ủi chấp_nhận yếu_đuối chấp_nhận con_người đượcokay viết lan_man dài_dòng top đầu nghĩa hạnh_phúc cuộc_sống hàng tạm mai chăm viết viết phép đợi cảm_hứng tiếp nhá jolie cap màn_hình winday,5
